username,displayname,userId,rawDescription,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location
_baesoft,𝕭𝖀𝕭𝖀⁴⁹⁵🐻,1314569775482368006,"😍🥰♥️Tengo como prioridad el TONAYAN CON ZUKO y a las flakas de BLACKPINK ♥️😍🥰
Amante número 1 de BP, RV y TW.",False,2020-10-09T14:14:21+00:00,121,154,2032,150,0,305,
ryunjinsta,best ryunjinsta,1328847118065340423,oli,False,2020-11-17T23:47:09+00:00,0,7,41,99,0,13,
Nicol36225309,andrw_aa.0,1163348031372189696,,False,2019-08-19T07:12:48+00:00,18,165,255,12187,0,14,
jennrubyjanee,🎋 THE BLINKULA 🎋,1327727360943267840,🍭 #KimJisoo × #KimJennie                 #ParkChaeyoung × #LalisaManoban 🍭  @BLACKPINK,False,2020-11-14T21:37:39+00:00,137,141,1047,2515,0,151,
moonbysss12,♡︎,1228832658601500672,She/her,False,2020-02-16T00:05:20+00:00,47,120,1693,5051,0,69,
esosi_jamas,SOUR IS COMING💜,1375666340359458822,"Taylor Swift, Olivia Rodrigo, Dua Lipa, Harry Styles, Billie Eilish, BLACKPINK, Selena Gomez🎠",False,2021-03-27T04:29:59+00:00,12,53,20,61,0,1,
sunnie_atz,suиsнiие☀️🥂 |||| NCT and ATEEZ love zone,1325673516226764800,✨ ♡ Belive in yourself and do your ♡ ✨ they|them ~ she|her,False,2020-11-09T05:36:29+00:00,1163,1642,13248,19384,7,777,in utopia✨
jeonsanx_,𝕱𝖆𝖙𝖙⁷ 🦋🧈,1178903671108710401,𝚊𝚋𝚊𝚗𝚍𝚘𝚗𝚊 𝚝𝚞 𝚜𝚞𝚎ñ𝚘 𝚢 𝚖𝚞𝚎𝚛𝚎.,False,2019-10-01T05:25:35+00:00,107,227,1509,4662,1,83,Despertar y ver a Jungkook
ihateyoustay,hyunjinbully,1382737783526191107,straykids flop,False,2021-04-15T16:49:21+00:00,3,3,38,27,0,0,
iT4EHE4RT,``Harumi,1402074794615468036,La cuenta de la mejor taehyungnista,False,2021-06-08T01:27:44+00:00,49,125,185,151,0,4,Only army | She/her 
skzfl0p,.,1399890318632308736,🤢🤢🤢🤢 #hyunjinbully,False,2021-06-02T00:47:22+00:00,9,12,172,13,0,3,flop
ddai_dm,Dai,1402845127140384773,Me cago en la vida,False,2021-06-10T04:28:43+00:00,4,3,2,0,0,0,
myfiltermochi,Katana⁷💜,1236758318514868224,"only army • OT7 • Eternally, 7 💜     We are together bulletproof•  

@BTS_twt WORLD DOMINATION☆",False,2020-03-08T20:59:13+00:00,857,463,31997,22064,6,3355,🇺🇾
lvpq3,lol,1398907848994791428,borra o te hago un hilo entero | si borras yo borro.,False,2021-05-30T07:43:27+00:00,3,4,59,10,1,3,
MilkyGuk_,Jana):,1389734466957025283,only ami,False,2021-05-05T00:11:41+00:00,86,196,1330,2197,1,40,BTSPOP 💿
d0ublebvnny,Moon⁷🧈🌸,1112385326960513025,ʙᴛꜱ ᴘᴀᴠᴇᴅ ᴛʜᴇ ᴡᴀʏ                                                               𝓞𝓷𝓵𝔂 𝓐𝓻𝓶𝔂 / ᴏᴛ₇,False,2019-03-31T16:05:03+00:00,404,512,71803,108498,1,311,
pupidufi,daya,1401334059188424706,only bangtan.,False,2021-06-06T00:24:29+00:00,1,7,22,600,0,0,Estados Unidos
jkssinger,ً⁹⁷,1375948777769603072,"ㅤFuck the school, just let's listen still with you",False,2021-03-27T23:12:15+00:00,157,266,5396,2177,1,834,for #정국 
jhopizzz,ً sam,1052660180180189189,⠀    ㅤ     ⠀        ⠀    ㅤ⌕⠀우리집⠀—⠀𝗯𝗮𝗻𝗴𝘁𝗮𝗻!,False,2018-10-17T20:38:39+00:00,1255,1950,43377,50539,3,1291,magic shop ¡! 
pjswekt,alex🐄⁷,1303269848299057152,only army.,False,2020-09-08T09:53:15+00:00,92,179,1399,2169,1,223,he/him
smiledrags,’‘,1370037950025715717,borras y borro,False,2021-03-11T15:45:10+00:00,12,14,206,104,1,19,
rkvtan,leath,1233612589197856768,⠀⠀⠀ ⠀ ⠀⠀⠀  ⠀⠀⠀ ⠀ ⠀⠀⠀⠀  ⠀⠀⠀⠀⠀  ⠀ ⠀ 𝟱 : 𝟭𝟳𝟰 : 𝟳 ∞⠀⠀⠀   ⠀⠀ ⠀⠀  ⠀⠀ ⠀ ⠀⠀⠀⠀⠀  ⠀ ⠀ ⠀  ⠀ ⠀ ⠀⠀ ⠀⠀ Couple enthusiast.,False,2020-02-29T04:39:06+00:00,312,409,31281,104901,0,1404,knj 
tjkenc,aby,1288175431997325312,what is really beautiful is invisible | fan account Only OT7          ¡! https://t.co/85kJY7BRo2,False,2020-07-28T18:13:03+00:00,3506,1771,35970,54781,7,3562,💿 BTSPOP
svndaee_,Nochu❄️,1321200961021530120,,False,2020-10-27T21:25:42+00:00,0,38,26,972,0,17,
aishglow,.,1397307840235286530,odio a los varones #Skzdisband,False,2021-05-25T21:45:58+00:00,4,8,28,35,0,0,she/her
MX111422,⋈ X & TXT∞ ~ 츄,931117947107475456,몬스타엑스⋈ and TXT∞,False,2017-11-16T11:13:12+00:00,178,3122,36166,80871,0,153,None
prttylie,♡,1402792316809646080,"Qué buscas aquí cagonx, borra y lo borro",False,2021-06-10T00:58:53+00:00,9,11,2,0,0,0,
Gatitanoir2,Gatitanoir,1386717216759025668,felix te amo,False,2021-04-26T16:22:10+00:00,3,8,18,14,0,1,
antikpooo,👻,1402349236071641089,borra borro inutil,False,2021-06-08T19:38:16+00:00,0,3,5,2,0,0,
Beach_Lover1win,𝕭𝖎𝖙𝖈𝖍 ᵒᶠ 🅱🅴🅰🅲🅷 🏖️👙,1385454176612745221,"Only Hyuna ~ 

Ya saben BORRA y BORRO 😘.Yo no cito. Si ya borraste me lo dices por DM por qué las notis no me llegan.",False,2021-04-23T04:43:22+00:00,136,75,888,1112,1,45,Tu corazón💘
ipi_bokdet,Drak_ñ 🩸,1385754886172729346,....😏,False,2021-04-24T00:38:30+00:00,5,11,57,49,0,0,
omahdukd,hyunjinbully,1391777068938153987,Stan Jisoo and Rosé,False,2021-05-10T15:28:17+00:00,5,25,128,58,0,9,
TomieSvg,Sabri🖤 lisa,1390368532190269440,"borra y borro                                                                                   

lisa akgae",False,2021-05-06T18:11:11+00:00,2,31,90,113,0,0,he/him
QUEEN4AG,—queen,1289475568220553218,Save your tears for another day...,False,2020-08-01T08:18:45+00:00,9,13,55,25,0,5,
tatamic_0,pipi,1395166845280342019,,False,2021-05-19T23:58:08+00:00,23,52,7,0,0,0,
1000filterDuki,ᴮᴱduki! 😭🧈,1312193994680676352,"Only legends

don't get in trouble",False,2020-10-03T00:53:52+00:00,3,55,453,647,0,5,Thelepaty
iY00N3,⁹³Pieri 🧃,1010166348272545793,"⠀     ⠀   ミンツヤ | BTSP💿P!¡; @BTS_twt✩
  ⠀    ⠀     ONLY BANGTAN & AGUST D",False,2018-06-22T14:23:20+00:00,2675,929,15796,11171,16,3191,ᵖʳᵒᵈˢᵘᵍᵃ
borrayborroputa,borra,1402777889834217480,borras y borro,False,2021-06-10T00:01:35+00:00,0,0,9,3,0,0,
K00KI97,Mili⁷ ♡'s Lucy`⛓,1372284541470183430,"ㅤㅤㅤ⌕ 𝗆𝗒 𝗍𝗂𝗆𝖾 ˒ 𝖻𝗒 정국 𖧧
ㅤ        
                                      .'𝘵𝘳𝘢𝘤𝘬 𝟢𝟫                    
   ` ‹𝟹... @lu_taekookk_⚢︎",False,2021-03-17T20:31:55+00:00,1592,890,4745,12321,1,592,BTSP0P¡!💿  || 
vantskie,mar 𝟕 🧈,1307453314741628928,✦ ≀ 𝖡𝖠𝖭𝖦𝖳𝖠𝖭 𝗐𝗈𝗋𝗅𝖽 𝗱𝗼𝗺𝗶𝗻𝗮𝘁𝗶𝗼𝗻!!! 💨 ★︎ 🜸 𝘣𝘵𝘴. 麦 ᕬ 𝐢𝐬 𝟕. ─ 𝑤𝑖𝑛𝑡𝑒𝑟 𝑏𝑒𝑎𝑟. 🕊♡,False,2020-09-19T22:55:44+00:00,288,397,997,1431,1,66,𝗂 𝗐𝖺𝗇𝗇𝖺 𝗄𝗂𝗌𝗌 #𝐤𝐨𝐨
bluegr6y,dan,1391796635634704385,waiting for kth1,False,2021-05-10T16:46:05+00:00,560,480,4629,2542,0,337,ella
agustbjh,ً,1399825296510103558,in love with gothic btsvelvet.,False,2021-06-01T20:29:01+00:00,60,299,1696,1439,0,303,dtown.
njjhtyj,bri 益,1052781177839464448,- only for bangtan,False,2018-10-18T04:39:27+00:00,885,649,7606,36265,5,451,🏳️‍🌈
osogetta777,Ƹ̵̡Ӝ̵̨̄Ʒ,1402768039758680065,,False,2021-06-09T23:22:26+00:00,0,0,7,0,0,0,zzz
kthstiigma_,dy⁷ ♡,1391636379617091584,"— BTS #1 on Billboard HOT 100 & Grammy Nomination l only army l 🌼

⠀⠀( ᵕ≀ ̠ᵕ )ゞ taekook has so much chemistry, no one is like them ↷ 🍰",False,2021-05-10T06:09:13+00:00,263,257,5179,8062,0,117,bts paved the way !! ‘♡٫
HoseoK0okie,LeviJjk ⁷ 🧈,1345943371777511425,pls don’t talk to me i’m listening 𝑷𝒂𝒓𝒂𝒅𝒊𝒔𝒆 -  @BTS_twt,False,2021-01-04T04:01:35+00:00,142,199,1183,1585,0,139,KTH1!!
fIljmn,ً★,1360844377044619265,bts korea’s pride,False,2021-02-14T06:52:52+00:00,515,405,26191,15694,1,1979,akgae 
buIIetboyz,mel ⁷,1094431930257457153,"͏͏͏͏͏͏͏ ͏͏͏͏ ͏͏͏͏͏͏͏ ͏͏͏͏͏͏͏ ⍉#YOONGI: que alivio que somos siete, que alivio que estemos juntos. ㅤㅤㅤ",False,2019-02-10T03:04:40+00:00,275,282,24257,20091,2,3006,mi carrd! ♥︎
wmaacity,★,1375640914916474880,"ㅤㅤㅤ #방탄소년단: flaca dejá de estudiar y
ㅤㅤ   ㅤ ㅤㅤㅤㅤponete a boludear...era así, no?",False,2021-03-27T02:49:35+00:00,597,558,15702,16958,0,1052,S!HER 👾
ibpflops,.,1398058471904403458,borra putita,False,2021-05-27T23:28:27+00:00,9,12,53,0,0,1,
jjkcomposer,j,1351924796997722116,jjk1 better than all your favorite discography,False,2021-01-20T16:09:31+00:00,61,86,274,65,0,37,only bts
hyunjinbullly,treasure flop,1366222884033736704,"for skz, txt & treasure ♡",False,2021-03-01T03:05:03+00:00,4,7,55,2,1,8,mujer
rkivepromise,xiel,1118258718867640322,https://t.co/9b82R3WXAg,False,2019-04-16T21:03:49+00:00,261,176,10856,22907,1,1693,
Quequito_chan,★ quequito ! ࣪ ˖,1244511786671509505,"ㅤㅤ(zZz...) 💭 𝗸𝗶𝗺 𝘁𝗮𝗲𝗵𝘆𝘂𝗻𝗴. 24/7¡!
⠀⠀⠀⠀⠀     ⋮☰ @haru__kth",False,2020-03-30T06:28:35+00:00,1810,650,19577,36127,13,2193,— you breathe to live I breath to KTH1
pixieinIove,pixie,1402765698644987911,ㅤㅤㅤㅤִֶָ,False,2021-06-09T23:13:09+00:00,1,5,4,1,0,1,bolas d mono
ifairyjimin,gabi,1362426898211602437,jimin’s smile,False,2021-02-18T15:41:09+00:00,146,157,14642,3953,1,1446,only bts
iT4EY0,Gab.,1307900841412767744,͏ ͏ ͏͏ Kim Taehyung is my happiness.  @taeggkbo,False,2020-09-21T04:34:16+00:00,2298,1831,41796,12673,6,2128,
lightyoongimint,alexa 🪄,1117471563673161729,✩‧₊*:・ 𝖻𝖺𝗇𝗀𝗍𝖺𝗇¡!･:*₊‧✩ • 𝖿𝖺𝗇 𝖺𝖼𝖼𝗈𝗎𝗇𝗍 • 𝗈𝗇𝗅𝗒 𝖺𝗋𝗆𝗒 • 𝖾𝖽𝗂𝗍𝗌 •,False,2019-04-14T16:55:57+00:00,1346,888,51201,38748,13,3132,BTS¡!
caniezwl,n,1380718076648390657,,False,2021-04-10T03:04:12+00:00,10,9,12,1,0,0,"Ella, priv when 💤"
vIogjjk,bilu,1356355602734313479,"ㅤㅤadrien, hoseok  y jungkook mis varones 
ㅤㅤㅤㅤㅤ       
ㅤㅤㅤㅤㅤ

ㅤㅤㅤㅤㅤ",False,2021-02-01T21:35:57+00:00,476,477,11888,2275,1,844,she/her
jiaritae,Ariana⁷ / 📚,1296126344225607682,"Y ．⌒   tiny .  ♡
BTS PAVED THE WAY // ~. • ° ` ♡ONLY ARMY 
  #yoonmin  They are tender   ♡ ~  ° •  .  ♡i love ~ @BTS_twt ♡        
#stopasianhate",False,2020-08-19T16:46:29+00:00,206,278,2373,1779,0,115,ユンギ
ributera,ْ,1376241701346500610,,False,2021-03-28T18:36:45+00:00,1,0,16,0,0,0,
MaximaOpinion,T,1327827323752689666,Unpopular opinion. Opinamos por que queremos y somos directos.,False,2020-11-15T04:15:07+00:00,2,0,140,24,0,18,
hobsidee,soseok | studying,1238400872880779264,ㅤ ㅤㅤㅤ      轉ㅤFan account⁷ㅤ|  𝗼𝗻𝗹𝘆 #방탄소년단 𓂃ㅤㅤㅤ ♡  @Vantedxboy @I_LUVKOOK @jkthvante @minsugacheonye @jjkfernet_ @LUVM0NI3 @ikoomiels @iF0RB75,False,2020-03-13T09:46:03+00:00,13931,495,11124,15167,17,2746,🇦🇷
oj_nini,We_Oj_Nini,1402476274032025602,,False,2021-06-09T04:03:07+00:00,3,4,18,2,0,1,
analaporki2006,🍊 彡【ʟᴀ ᴘᴏʀᴋɪ⁷】🧈🇵🇪,1314313268559777796,"➳ Only army

 ❥ Mi dongsaeng: @yoxnhs

(si van a ver mi card, háganlo en el modo ordenador, sino se ve feo :c)",False,2020-10-08T21:14:49+00:00,427,352,15270,20990,2,131,BTSPOP 💿
bossAgust,⸙͎𝑮𝒂𝒃𝒚⁷ ᵕ̈,1364101847477321728,"𖥦᭄



estás lleno de vida min yoongi, 



























































































y mi vida está llena de ti. ♡",False,2021-02-23T06:36:58+00:00,303,316,12469,28626,0,546,   𝘰𝘯𝘭𝘺 𝘢𝘳𝘮𝘺| 𝒐𝒕⁷𖧧᭄
V_R0CKST4R,Marcelo lvs fere.,1301568828149727232,"I like you, now suck my dick.",False,2020-09-03T17:13:01+00:00,2075,1765,14772,4697,12,1430,
wu_zongying,Nanno 🧈 ⟭⟬⁷ CON LIMIT,1297963108074426368,"ONLY ARMY 💜 OT7 💜 2017

Con limit, si no los sigo no desesperen",False,2020-08-24T18:25:17+00:00,1182,780,7679,14387,2,223,BTS PAVED THE WAY
MlNC0RE,poo :p,1272574333110620161,⠀⠀⠀⠀⠀⠀⠀⠀  𖥻  ; que les anneaux de saturne m'expliquent comment ton sourire me sort de i'orbite . . .,False,2020-06-15T16:59:09+00:00,2125,2129,8873,15032,3,372,⠀⠀⠀⠀⠀⠀⠀⠀🪐˒   𖥻 read carrd ; 
dualvsjk,mili ⁹³,1128413201383731200,de talleres como jungkook,False,2019-05-14T21:34:06+00:00,5033,2570,46996,42234,42,6253,
staringartx,shul,1175829767511334912,no me rompan los huevos,False,2019-09-22T17:50:45+00:00,377,277,13257,9294,0,821,JK 병 브릿지 2.mp3
pjmlyrcs,¹³,1387463814925496323,jimin + yo = ♥,False,2021-04-28T17:48:54+00:00,196,172,3385,2171,1,538,SHer :-)
Minfachaa,Birra ♡'s jim,1279393368188092416,"-Yoongi's gf official account!! 
♡;@JE0NPERFECT1 ♡: @Jjim_xxk",False,2020-07-04T12:35:47+00:00,612,621,14212,6735,0,1047,"si pero, bts paved the way."
kthvt95,𝐀𝐧;𐤀 ☁️,1147290425113403393,"❥ 𝑻𝒂𝒆𝒉𝒚𝒖𝒏𝒈 


no bangtan, no opinión.  ONLY 🎨

She/Her



🤍


¹⁸ ʸᵉᵃʳˢ 🥝",False,2019-07-05T23:45:27+00:00,1241,1622,12695,17459,3,466, 𝚃𝙰𝙴𝙺𝙾𝙾𝙺 𝙱𝙸𝚃𝙲𝙷 ♡
yngicapo,flor ᵕ̈ team agust d,1387819218750644228,m gusta yoongi y el mate,False,2021-04-29T17:21:13+00:00,1084,1058,4123,2059,2,231,forever rain? el himno
xdidimin,DidiYoonginista ♡,1379078628454105096,"Hello! I'm Didi ♡
She/ her
BTS PAVED THE WAY
 BTS world domination
waiting for the sub units of 
Taekook.
( ˘ ³˘)♡D-2 best mixtape 
#butter",False,2021-04-05T14:29:25+00:00,9,116,192,583,0,6,Lima-Perú
nanakat_,kaaat,1402009446902030340,for nct and txt,False,2021-06-07T21:08:03+00:00,12,9,24,5,0,1,
SimpDeBangtan7,𝑪𝒂𝒍𝒍𝒊𝒆⁷ 🇦🇷,1371596262244560898,Fan del mate amargo y Bangtan,False,2021-03-15T22:57:11+00:00,173,516,5189,24580,0,83,Only Army 
itaegk,lu ⁹⁷ (📚),1232494917110435840,.                 .ㅤㅤ૮(^﹏^ . . . KOOK 💭 𖦹 she/her,False,2020-02-26T02:38:00+00:00,1822,1707,19214,13658,3,2695,"🗯️ i'm in love with the galaxy in your eyes, your pure heart and precious soul, i love you Jungkookie ♥︎ !!"
namu_ugh,Mica,1160342713574875136,BTS paved the way for all korean artist,False,2019-08-11T00:10:35+00:00,1104,1256,18894,16955,3,2142,
taegiwo,ً,1301701426683486208,,False,2020-09-04T02:00:48+00:00,104,158,2274,31892,0,83,
yoonstopp,cheerios team agust d,1398059809195413508,⠀⠀⠀⠀⠀⠀⠀⠀ - only for bangtan.,False,2021-05-27T23:33:37+00:00,365,308,749,309,1,126,방탄소년단
1223Niurka,Tati_lvshobi⁷🥞,1320140143324430339,"★ ぬ 𝗛𝟶𝐒𝙴O𝗸 ꭑ𝐘 𝐒𝟢uLmα꯭T𝙚 ૮₍≧っ≦₎ა᪲ 🍓
ᜊ Only army ᜊ


T𝐀𝙴Hy𝚄𝐍𝗴ׅׄ 
 m𝐘 𝗣Lɑ𝗖e 𝗢f  L𝟶V𝙴  ♡૮Ꮚ´͈ㅅ `͈ฅ꒱ა",False,2020-10-24T23:08:44+00:00,23,129,15,176,0,3,
koopastelito_,ً𝘓𝘪𝘴⁷ | Inactiva,1211344173485346818,Taehyung mi varón,False,2019-12-29T17:52:19+00:00,908,761,12625,32170,3,428,BTSPOP💿
daeguvarm,✩ Cely 𝟕 ; butter,1321273846457081858,— i believe Chase atlantic ft bangtan ;🍷 𝟕 https://t.co/xMsiuulL9h,False,2020-10-28T02:13:43+00:00,433,710,27674,57364,0,930,cypher pt.3 is my religion
borraputa,w,1402751812969578496,anti putos,False,2021-06-09T22:18:21+00:00,1,0,20,3,0,1,te/tas
iOO97s,jose,1370947300852441089,@wvo_owv's gf,False,2021-03-14T04:03:07+00:00,173,153,2239,861,0,475,carrd byf❕
antifloperos,:p,1402425466108141568,,False,2021-06-09T00:42:18+00:00,2,2,16,0,0,0,
ttfalls,anahi,1320128325109645312,Jungkook is the best artist ever,False,2020-10-24T22:21:45+00:00,73,71,230,95,0,20,S!HER
prodvgrey,m,1385666293123125248,afortunada por ser la novia de taehyung,False,2021-04-23T18:46:15+00:00,35,55,1429,304,0,131,side
2koob,εϊз,1351937820420661250,bts paved the way,False,2021-01-20T17:01:36+00:00,317,284,7025,3916,1,447,. . .
PR0DHOBl,lu⁷ 🧈 COBRA KAI IS COMING,1392165179069186049,⠀    ⠀⠀  ─  only for Bangtan @BTS_twt,False,2021-05-11T17:10:30+00:00,1232,876,1896,4329,2,156,"i talk 24/7 about Bangtan... if you don't like it, then get out !!! 🗯️ "
yoongimine,#memi 🇺🇾,4776520402,• what do you think ?,False,2016-01-11T18:03:50+00:00,1497,679,108489,209084,6,3385,urugay | 22
GL0SMILDA,',1392919507644071939,"si borras, borro",False,2021-05-13T19:07:55+00:00,0,1,10,1,0,0,
Whilkmin,Bret⁷,1315036389847822336,"ARMY                   
                                          @BTS_twt",False,2020-10-10T21:08:33+00:00,467,420,10795,5984,6,402,BTSPOP             
ggukirl,lila,1380542219707375620,acc de la mejor namjoonista,False,2021-04-09T15:26:11+00:00,1670,991,6079,5799,1,214,"kim namjoon loves crabs, and plants, and nature, and bycicles, and compose, and army as much as i love him "
yggdtwo,kathe,1392126012373311489,"only bts, agust d, rm & j-hope.
soy @D2TWO7",False,2021-05-11T14:34:59+00:00,110,169,467,286,0,55,
vlouispace,ً,1391639208675192834,novia oficial d taehyung | no main,False,2021-05-10T06:20:40+00:00,46,75,2065,590,0,204,ahos + luu + delfi = ♥
hobsevil,noah⁹³,1319864673081188352,"Stan Jung (rapper, choreographer, composer, producer, dancer and ambassador) Hosoek.",False,2020-10-24T04:54:13+00:00,148,310,9010,21840,0,1527,"❥ ➼ FOR  BANGTAN ◡̈ | only
Stan BTS, Agust D, j-hope and RM."
taepIays,ًp¡sco,1401693625747189762,"ㅤ ㅤ ͏͏͏ ͏͏͏͏ ͏͏͏ ͏͏͏͏͏͏  – if you're not hoseok, shut up.",False,2021-06-07T00:13:41+00:00,168,144,395,79,0,74,BTSP💿P!¡ 
vtrueboy,anni,1399937850095853568,just wanna be love by you(taehyung),False,2021-06-02T03:56:30+00:00,335,321,2173,587,2,302,only bts
mygktae,ًali 🎹,1396186283026886656,"no bio,just bangtan and agust d",False,2021-05-22T19:29:03+00:00,493,633,6434,5187,1,1170,D-2
pougguk,juli,1399866214227316745,(carrd en proceso) si sos multi y/o gg stan no me sigas,False,2021-06-01T23:14:40+00:00,372,726,1114,661,0,72,S!HER 
Kamahre,Kmila🇵🇾,1188989694870282240,Re facha,False,2019-10-29T01:23:42+00:00,502,626,13776,16593,0,466,Paraguay 🇵🇾
_jsmaisvu,͏ ͏ ͏,1380610075694354434,"ㅤ ㅤ ㅤ  dfi: eres multi, shipper delulu, eres cupcake",False,2021-04-09T19:54:34+00:00,347,320,4864,3854,1,422,only Bangtan. 🛋️
y2qiiqi,(^-^)v,1395134601371262976,si,False,2021-05-19T21:50:06+00:00,3,3,27,0,0,1,
eewwwwwee,gigi,1397764504134422531,jeongin akgae,False,2021-05-27T04:01:19+00:00,0,0,24,4,0,6,
belovedjisoos,💵,1363620898239086592,seunglix akgae,False,2021-02-21T22:45:39+00:00,5,7,188,79,0,16,filtered notfis 😆 he she
boymn_,mante,1383152234628841480,he/him.,False,2021-04-16T20:16:15+00:00,0,44,35,45,0,6,stayblink
hokweii,michelle,1386697730660069381,,False,2021-04-26T15:04:45+00:00,0,11,12,87,0,0,
dontclean7,dontclean💀,1267931599443763204,,False,2020-06-02T21:30:31+00:00,3,8,155,80,0,12,
mara13509503,maría,1348680834459557889,,False,2021-01-11T17:19:12+00:00,0,0,93,3,0,8,
girl_ssots,Mashijun / Treasure Divine,1394837485809815560,"I'm anti romantic hasta que conocí a Mashiho
#treasurediamond",False,2021-05-19T02:09:20+00:00,26,100,1027,999,0,202,
iFXCK03,fxckm3,1355270957095653377,"ja.
no borro.",False,2021-01-29T21:45:59+00:00,0,1,89,6,0,5,que miras cagón
Gabriel72997423,Gabriela la mejor Taehyungista,1399529207605178369,ºnly ªrmy ⁷,False,2021-06-01T00:52:50+00:00,10,25,95,26,0,6,
beststraykidsta,Jime😈✨,1369133826644017154,"✨STRAY KIDS WORL DOMINATION✨
ig:Knlopezx
Solo para ver chisme😈🖒
Only Stay
Hyunjin empanadita volve😭😭😭💖✨
soy la mejor Stray Kidsta y Jisoonista ,  si por?",False,2021-03-09T03:52:11+00:00,3,65,95,948,0,1,stray kids😪
Churro_rellen0,SeSi ❆⁵,857761829602414594,"exo & txt         
☁️exo-l • moa☁️
                                                                        19 years stealing oxygen",False,2017-04-28T01:02:11+00:00,29,78,4782,15511,0,440,
i9mars,🏳️‍🌈⃠,1386415567754731522,hoal,False,2021-04-25T20:23:47+00:00,2,3,58,6,0,3,
elilymyg,eliza,1350484940643852291,q verga quieres,False,2021-01-16T16:48:03+00:00,17,25,480,618,0,48,only army
iL0VEJ00NIE,Fa⁷,1381955845244792833,く𝗕𝗧𝗦 ‹3 て 涙に変わる前に @nochubeli ★,False,2021-04-13T13:02:23+00:00,861,799,2356,889,0,529,# 𝗕𝗧𝗦 ⾕ 
Drea169,Heeͥ-sͣoͫok⁷ 🐄🧈ll 060213,1330951965535244289,"《《 ↷ ·˚ ༘ ⠀⠀#방탄소년단 ⠀⠀⠀ ⠀ ⠀ㅤ》》


(-L-) welcome to my blog!!!! 🥚ˀˀ i only talk about ~𝗕𝗧𝗦정국  ~ WARNING !! you may fall in love with them too ..⃗. ᶻᶻᶻ",False,2020-11-23T19:11:01+00:00,444,228,3870,13250,0,278,In love 
iR0CKJEON,lele lvs ari★🧃,1346858081607675906,"#BTS: only army - hate kpop, thank god bts has its own genre",False,2021-01-06T16:36:29+00:00,2356,1505,21145,16069,5,1067,𝐦𝐨𝐨𝐧𝐥𝐢𝐠𝐡𝐭: @mtfert_be
livezare,juju,1369118878882742281,candado: 😴💤,False,2021-03-09T02:52:40+00:00,41,44,924,916,1,21,"NO multis, NO 🧁"
Scar_gguk,🅂🄲🄰🅁🦋,1104189746329333760,"| Only for Bangtan and Twice | Dame sb si quieres romper el mutual, porque que flojera buscarte para dejarte de seguir |",False,2019-03-09T01:18:45+00:00,793,1131,1358,1301,0,317,Gguk world^•^
H0PELUCK,lia⁷ BUTTER #1,1389354986589536260,#𝐉𝐔𝐍𝐆𝐊𝐎𝐎𝐊: 𝐈 𝐣𝐮𝐬𝐭 𝐰𝐚𝐧𝐧𝐚 𝐤𝐧𝐨𝐰 𝐡𝐨𝐰 𝐈 𝐜𝐚𝐧 𝐬𝐚𝐯𝐞 𝐦𝐞,False,2021-05-03T23:03:44+00:00,151,232,1486,8109,1,32,
KTHV4NTE95,lurde ⁹⁵,1391608180967452674,ㅤㅤㅤㅤㅤ     ، 사랑 ─ 𝐤𝐭𝐡 & 𝐣𝐡𝐬 ♡ ᭡ ࣪.,False,2021-05-10T04:17:21+00:00,214,103,4849,1698,1,548,💭 𝗮𝗯𝘁 𝗵𝗼𝗯𝗶 𝟤𝟦/𝟩 !
koonails,ً may ★,1374873276535734278,ㅤ        —  for the group who paved the way 💭,False,2021-03-24T23:58:36+00:00,1266,1204,9982,7081,0,287,prod. RM & JK
bngtlepathy,j,1227714027494760448,bts akgae,False,2020-02-12T22:00:24+00:00,21,19,319,247,0,9,
dnijennie,?,1386114838804549636,#1 seungmin akgae,False,2021-04-25T00:28:41+00:00,4,6,418,84,0,80,he/him
not_ikonicc,i love changbin,1400693063509442565,i love stray kids bts ateez treasure exo the boyz loona twice stayc,False,2021-06-04T05:57:13+00:00,0,0,8,0,0,0,fatty changbin 
doltau,឵឵ً,1401304110155108359,,False,2021-06-05T22:25:32+00:00,0,0,4,0,0,0,
twchansoo,찬수♡chansu,1278034392338890752,,False,2020-06-30T18:35:30+00:00,5,70,114,579,0,2,
taesarmpits756,TAEKOOK.,1400995653967253508,"K pop/anime 
ARMY and a STAY",False,2021-06-05T01:59:36+00:00,10,33,42,80,0,22,
maydvy,ًif i followed you it's because I want lilie moots,1385598461551206400,"#LISA: don't tell people you dreams, show them | lalisa's akgae | waiting LS1",False,2021-04-23T14:16:39+00:00,30,51,718,429,0,186,★    𝟣𝟫𝟫𝟩 년    ﹏    𝟥 월    ♥︎    𝟤𝟩 일    ⌗    𝗟𝗜𝗦𝗔 하늘의 천사가 우리 행성에 오기로 결정했을 때 우리는 그 존재를 선물합니다.
ATEEZATlNY_,seonghwas gf (REAL),1399736217055412228,atiny for life 🥺 8 makes 1 king ||,False,2021-06-01T14:35:04+00:00,5,11,58,3,0,7,he/him. atiny. 19
jennieputitaZ,📎,1376662975487041538,.                                       fuck blackpink,False,2021-03-29T22:30:29+00:00,10,3,49,4,0,4,#nctdisband
nyaflop,🤺,1389596932272656384,stray kids & blackpink flop,False,2021-05-04T15:05:27+00:00,4,2,23,52,0,1,
